Time,Speed
1873908,27.25
1875592,26.9
1877256,26.40
1878884,26.98
1880548,26.40
1882212,26.40
1883840,26.98
1885504,26.40
1887168,26.40
1888796,26.98
1890464,26.34
1892132,26.34
1893760,26.98
1895428,26.34
1897096,26.34
1898724,26.98
1900392,26.34
1902072,26.15
1903684,27.25
1905348,26.40
1907028,26.15
1908640,27.25
1910324,26.9
1911992,26.34
1913608,27.18
1915292,26.9
1916956,26.40
1918568,27.25
1920248,26.15
1921916,26.34
1923528,27.25
1925212,26.9
1926880,26.34
1928496,27.18
1930180,26.9
1931844,26.40
1933472,26.98
1935140,26.34
1936804,26.40
1938432,26.98
1940096,26.40
1941760,26.40
1943388,26.98
1945056,26.34
1946740,26.9
1948352,27.25
1950020,26.34
1951696,26.21
1953308,27.25
1954972,26.40
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
1954972,0.0
43332,2.2
59712,5.36
74892,5.78
89516,6.0
104164,5.99
118716,6.3
133060,6.12
147584,6.5
162072,6.6
176432,6.11
190968,6.4
205516,6.4
219860,6.12
234404,6.4
248940,6.4
263268,6.13
277804,6.4
292324,6.5
306668,6.12
321164,6.6
335652,6.6
349968,6.13
364492,6.5
378976,6.6
393288,6.14
407796,6.5
422292,6.6
436624,6.13
451116,6.6
465604,6.6
479900,6.14
494388,6.6
508844,6.7
522780,6.30
530800,10.95
537024,14.11
542400,16.34
547332,17.81
551864,19.39
556024,21.12
560040,21.88
563916,22.67
567640,23.59
571324,23.85
574936,24.32
578468,24.88
582004,24.85
585520,24.99
588956,25.57
592432,25.28
595884,25.45
599280,25.87
602720,25.54
606156,25.57
609536,25.99
612944,25.78
616372,25.63
619728,26.18
623136,25.78
626548,25.75
629904,26.18
633292,25.93
636688,25.87
640044,26.18
643432,25.93
646828,25.87
650184,26.18
653572,25.93
656968,25.87
660324,26.18
663712,25.93
667108,25.87
670452,26.27
673840,25.93
677236,25.87
680580,26.27
683972,25.90
687368,25.87
690712,26.27
694104,25.90
697492,25.93
700832,26.31
704224,25.90
707612,25.93
710952,26.31
714332,25.99
717736,25.81
721076,26.31
724456,25.99
727844,25.93
731200,26.18
734580,25.99
737972,25.90
741328,26.18
744708,25.99
748100,25.90
751440,26.31
754836,25.87
758224,25.93
761564,26.31
764944,25.99
768348,25.81
771688,26.31
775068,25.99
778456,25.93
781812,26.18
785192,25.99
788584,25.90
791940,26.18
795320,25.99
798712,25.90
802052,26.31
805448,25.87
808836,25.93
812176,26.31
815572,25.87
818960,25.93
822300,26.31
825696,25.87
829088,25.90
832428,26.31
835804,26.3
839212,25.78
842556,26.27
845932,26.3
849340,25.78
852688,26.24
856060,26.6
859448,25.93
862796,26.24
866188,25.90
869592,25.81
872924,26.37
876316,25.90
879720,25.81
883048,26.40
886440,25.90
889832,25.90
893180,26.24
896572,25.90
899964,25.90
903312,26.24
906700,25.93
910088,25.93
913436,26.24
916824,25.93
920212,25.93
923560,26.24
926952,25.90
930340,25.93
933672,26.37
937064,25.90
940452,25.93
943800,26.24
947192,25.90
950568,26.3
953916,26.24
957308,25.90
960700,25.90
964032,26.37
967424,25.90
970816,25.90
974144,26.40
977536,25.90
980928,25.90
984252,26.43
987644,25.90
991036,25.90
994364,26.40
997756,25.90
1001132,26.3
1004472,26.31
1007848,26.3
1011240,25.90
1014568,26.40
1017960,25.90
1021336,26.3
1024680,26.27
1028056,26.3
1031452,25.87
1034780,26.40
1038156,26.3
1041552,25.87
1044892,26.31
1048268,26.3
1051664,25.87
1054988,26.43
1058380,25.90
1061760,25.99
1065100,26.31
1068492,25.90
1071872,25.99
1075216,26.27
1078608,25.90
1081988,25.99
1085332,26.27
1088724,25.90
1092104,25.99
1095448,26.27
1098840,25.90
1102220,25.99
1105564,26.27
1108956,25.90
1112336,25.99
1115676,26.31
1119068,25.90
1122448,25.99
1125788,26.31
1129180,25.90
1132560,25.99
1135900,26.31
1139292,25.90
1142672,25.99
1146012,26.31
1149404,25.90
1152784,25.99
1156128,26.27
1159520,25.90
1162896,26.3
1166240,26.27
1169632,25.90
1173012,25.99
1176356,26.27
1179748,25.90
1183128,25.99
1186472,26.27
1189860,25.93
1193240,25.99
1196584,26.27
1199976,25.90
1203356,25.99
1206700,26.27
1210088,25.93
1213468,25.99
1216812,26.27
1220200,25.93
1223580,25.99
1226924,26.27
1230312,25.93
1233692,25.99
1237036,26.27
1240408,26.6
1243804,25.87
1247144,26.31
1250516,26.6
1253912,25.87
1257236,26.43
1260624,25.93
1264004,25.99
1267348,26.27
1270736,25.93
1274116,25.99
1277460,26.27
1280832,26.6
1284228,25.87
1287552,26.43
1290940,25.93
1294320,25.99
1297660,26.31
1301048,25.93
1304428,25.99
1307772,26.27
1311144,26.6
1314540,25.87
1317864,26.43
1321252,25.93
1324632,25.99
1327976,26.27
1331364,25.93
1334744,25.99
1338088,26.27
1341464,26.3
1344844,25.99
1348188,26.27
1351576,25.93
1354956,25.99
1358300,26.27
1361676,26.3
1365072,25.87
1368400,26.40
1371788,25.93
1375168,25.99
1378512,26.27
1381888,26.3
1385268,25.99
1388612,26.27
1392000,25.93
1395376,26.3
1398704,26.40
1402096,25.90
1405472,26.3
1408816,26.27
1412192,26.3
1415568,26.3
1418912,26.27
1422300,25.93
1425676,26.3
1429020,26.27
1432396,26.3
1435772,26.3
1439116,26.27
1442492,26.3
1445868,26.3
1449212,26.27
1452588,26.3
1455980,25.90
1459308,26.40
1462696,25.93
1466072,26.3
1469400,26.40
1472792,25.90
1476164,26.6
1479508,26.27
1482884,26.3
1486260,26.3
1489604,26.27
1492980,26.3
1496360,25.99
1499704,26.27
1503080,26.3
1506460,25.99
1509804,26.27
1513180,26.3
1516560,25.99
1519904,26.27
1523276,26.6
1526656,25.99
1530000,26.27
1533372,26.6
1536752,25.99
1540092,26.31
1543464,26.6
1546844,25.99
1550184,26.31
1553560,26.3
1556940,25.99
1560280,26.31
1563656,26.3
1567036,25.99
1570380,26.27
1573756,26.3
1577136,25.99
1580480,26.27
1583856,26.3
1587252,25.87
1590580,26.40
1593972,25.90
1597352,25.99
1600680,26.40
1604072,25.90
1607452,25.99
1610796,26.27
1614172,26.3
1617568,25.87
1620896,26.40
1624288,25.90
1627664,26.3
1631008,26.27
1634384,26.3
1637764,25.99
1641108,26.27
1644500,25.90
1647880,25.99
1651208,26.40
1654600,25.90
1657976,26.3
1661320,26.27
1664696,26.3
1668072,26.3
1671416,26.27
1674792,26.3
1678172,25.99
1681516,26.27
1684892,26.3
1688288,25.87
1691616,26.40
1694988,26.6
1698384,25.87
1701712,26.40
1705104,25.90
1708484,25.99
1711812,26.40
1715204,25.90
1718584,25.99
1721924,26.31
1725300,26.3
1728680,25.99
1732024,26.27
1735400,26.3
1738780,25.99
1742124,26.27
1745500,26.3
1748896,25.87
1752224,26.40
1755616,25.90
1758996,25.99
1762320,26.43
1765712,25.90
1769092,25.99
1772436,26.27
1775812,26.3
1779192,25.99
1782536,26.27
1785912,26.3
1789292,25.99
1792620,26.40
1796012,25.90
1799392,25.99
1802716,26.43
1806092,26.3
1809472,25.99
1812816,26.27
1816192,26.3
1819572,25.99
1822900,26.40
1826292,25.90
1829656,26.12
1833000,26.27
1836376,26.3
1839752,26.3
1843080,26.40
1846456,26.3
1849836,25.99
1853180,26.27
1856556,26.3
1859936,25.99
1863264,26.40
1866640,26.3
1870020,25.99
1873364,26.27
1876736,26.6
1880116,25.99
1883440,26.43
1886812,26.6
1890192,25.99
1893532,26.31
1896904,26.6
1900284,25.99
1903608,26.43
1906984,26.3
1910364,25.99
1913688,26.43
1917080,25.90
1920444,26.12
1923784,26.31
1927160,26.3
1930524,26.12
1933864,26.31
1937240,26.3
1940624,25.96
1943952,26.40
1947328,26.3
1950708,25.99
1954036,26.40
1957412,26.3
1960776,26.12
1964120,26.27
1967496,26.3
1970860,26.12
1974184,26.43
1977560,26.3

